invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,year,month,day
694,WALM012,Garland,"Fashion accessories",73.38,7,2019-02-10,13:56:00,Cash,9.5,0.48,2019,2,10
695,WALM009,Plano,"Food and beverages",52.6,9,2019-01-16,14:42:00,Cash,7.6,0.48,2019,1,16
696,WALM052,Mansfield,"Home and lifestyle",87.37,5,2019-01-29,19:45:00,Cash,6.6,0.57,2019,1,29
697,WALM040,Edinburg,"Sports and travel",27.04,4,2019-01-01,20:26:00,Ewallet,6.9,0.48,2019,1,1
698,WALM079,"La Porte","Home and lifestyle",62.19,4,2019-01-06,19:46:00,Ewallet,4.3,0.33,2019,1,6
699,WALM088,Cleburne,"Electronic accessories",69.58,9,2019-02-19,19:38:00,"Credit card",7.8,0.33,2019,2,19
700,WALM066,Grapevine,"Home and lifestyle",97.5,10,2019-01-12,16:18:00,Ewallet,8,0.33,2019,1,12
701,WALM061,"Cedar Park","Fashion accessories",60.41,8,2019-02-07,12:23:00,Ewallet,9.6,0.33,2019,2,7
702,WALM059,Pflugerville,"Food and beverages",32.32,3,2019-03-27,19:11:00,"Credit card",4.3,0.33,2019,3,27
703,WALM046,Temple,"Fashion accessories",19.77,10,2019-02-27,18:57:00,"Credit card",5,0.48,2019,2,27
704,WALM044,Pharr,"Health and beauty",80.47,9,2019-01-06,11:18:00,Cash,9.2,0.48,2019,1,6
705,WALM042,Bryan,"Home and lifestyle",88.39,9,2019-03-02,12:40:00,Cash,6.3,0.48,2019,3,2
706,WALM045,"Missouri City","Health and beauty",71.77,7,2019-03-29,14:06:00,"Credit card",8.9,0.48,2019,3,29
707,WALM031,Lewisville,"Electronic accessories",43,4,2019-01-31,20:48:00,Ewallet,7.6,0.48,2019,1,31
708,WALM069,Rockwall,"Food and beverages",68.98,1,2019-01-21,20:13:00,Cash,4.8,0.33,2019,1,21
709,WALM048,Harlingen,"Fashion accessories",15.62,8,2019-01-20,20:37:00,Ewallet,9.1,0.48,2019,1,20
710,WALM040,Edinburg,"Sports and travel",25.7,3,2019-01-17,17:59:00,Ewallet,6.1,0.48,2019,1,17
711,WALM080,Nacogdoches,"Food and beverages",80.62,6,2019-02-28,20:18:00,Cash,9.1,0.33,2019,2,28
712,WALM007,Arlington,"Home and lifestyle",75.53,4,2019-03-19,15:52:00,Ewallet,8.3,0.48,2019,3,19
713,WALM074,Weslaco,"Electronic accessories",77.63,9,2019-02-19,15:14:00,Cash,7.2,0.33,2019,2,19
714,WALM021,McAllen,"Health and beauty",13.85,9,2019-02-04,12:50:00,Ewallet,6,0.48,2019,2,4
715,WALM049,"North Richland Hills","Fashion accessories",98.7,8,2019-01-31,10:36:00,Ewallet,8.5,0.48,2019,1,31
716,WALM057,Euless,"Health and beauty",35.68,5,2019-02-06,18:33:00,"Credit card",6.6,0.33,2019,2,6
717,WALM079,"La Porte","Fashion accessories",71.46,7,2019-03-28,16:06:00,Ewallet,4.5,0.33,2019,3,28
718,WALM040,Edinburg,"Electronic accessories",11.94,3,2019-01-19,12:47:00,"Credit card",8.1,0.48,2019,1,19
719,WALM099,Weatherford,"Fashion accessories",45.38,3,2019-02-17,13:34:00,"Credit card",7.2,0.18,2019,2,17
720,WALM056,Rowlett,"Fashion accessories",17.48,6,2019-01-18,15:04:00,"Credit card",6.1,0.33,2019,1,18
721,WALM004,Austin,"Fashion accessories",25.56,7,2019-02-02,20:42:00,Cash,7.1,0.48,2019,2,2
722,WALM018,Frisco,"Sports and travel",90.63,9,2019-01-18,15:28:00,Cash,5.1,0.48,2019,1,18
723,WALM087,Waxahachie,"Home and lifestyle",44.12,3,2019-03-18,13:45:00,"Credit card",7.9,0.33,2019,3,18
724,WALM008,"Corpus Christi","Food and beverages",36.77,7,2019-01-11,20:10:00,Cash,7.4,0.48,2019,1,11
725,WALM060,DeSoto,"Food and beverages",23.34,4,2019-02-04,18:53:00,Ewallet,7.4,0.33,2019,2,4
726,WALM084,Schertz,"Health and beauty",28.5,8,2019-02-06,14:24:00,Cash,6.6,0.33,2019,2,6
727,WALM067,"Haltom City","Home and lifestyle",55.57,3,2019-01-08,11:42:00,"Credit card",5.9,0.33,2019,1,8
728,WALM043,Baytown,"Sports and travel",69.74,10,2019-03-05,17:49:00,"Credit card",8.9,0.48,2019,3,5
729,WALM096,"Eagle Pass","Fashion accessories",97.26,4,2019-03-16,15:33:00,Ewallet,6.8,0.18,2019,3,16
730,WALM029,"Round Rock","Home and lifestyle",52.18,7,2019-03-09,10:54:00,Cash,9.3,0.48,2019,3,9
731,WALM078,"Del Rio","Fashion accessories",22.32,4,2019-03-01,16:23:00,"Credit card",4.4,0.33,2019,3,1
732,WALM087,Waxahachie,"Health and beauty",56,3,2019-02-28,19:33:00,Ewallet,4.8,0.33,2019,2,28
733,WALM062,Galveston,"Fashion accessories",19.7,1,2019-02-08,11:39:00,Ewallet,9.5,0.33,2019,2,8
734,WALM052,Mansfield,"Electronic accessories",75.88,7,2019-01-24,10:38:00,Ewallet,8.9,0.57,2019,1,24
735,WALM057,Euless,"Food and beverages",53.72,1,2019-03-01,20:03:00,Ewallet,6.4,0.33,2019,3,1
736,WALM095,"Big Spring","Health and beauty",81.95,10,2019-03-10,12:39:00,"Credit card",6,0.33,2019,3,10
737,WALM066,Grapevine,"Home and lifestyle",81.2,7,2019-03-23,15:59:00,"Credit card",8.1,0.33,2019,3,23
738,WALM010,Laredo,"Electronic accessories",58.76,10,2019-01-29,14:26:00,Ewallet,9,0.48,2019,1,29
739,WALM064,Bedford,"Electronic accessories",91.56,8,2019-01-12,18:22:00,Ewallet,6,0.33,2019,1,12
740,WALM084,Schertz,"Home and lifestyle",93.96,9,2019-03-20,11:32:00,Cash,9.8,0.33,2019,3,20
741,WALM047,"Flower Mound","Home and lifestyle",55.61,7,2019-03-23,12:41:00,Cash,8.5,0.48,2019,3,23
742,WALM076,Huntsville,"Food and beverages",84.83,1,2019-01-14,15:20:00,Ewallet,8.8,0.33,2019,1,14
743,WALM048,Harlingen,"Sports and travel",71.63,2,2019-02-12,14:33:00,Ewallet,8.8,0.48,2019,2,12
744,WALM067,"Haltom City","Home and lifestyle",37.69,2,2019-02-20,15:29:00,Ewallet,9.5,0.33,2019,2,20
745,WALM002,Dallas,"Sports and travel",31.67,8,2019-01-02,16:19:00,"Credit card",5.6,0.36,2019,1,2
746,WALM081,Friendswood,"Food and beverages",38.42,1,2019-02-02,16:33:00,Cash,8.6,0.33,2019,2,2
747,WALM062,Galveston,"Fashion accessories",65.23,10,2019-01-08,19:07:00,"Credit card",5.2,0.33,2019,1,8
748,WALM016,Brownsville,"Home and lifestyle",10.53,5,2019-01-30,14:43:00,"Credit card",5.8,0.48,2019,1,30
749,WALM025,Waco,"Home and lifestyle",12.29,9,2019-03-26,19:28:00,"Credit card",8,0.48,2019,3,26
750,WALM005,"Fort Worth","Health and beauty",81.23,7,2019-01-15,20:44:00,Cash,9,0.48,2019,1,15
751,WALM060,DeSoto,"Fashion accessories",22.32,4,2019-03-14,11:16:00,Ewallet,4.1,0.33,2019,3,14
752,WALM090,Brownwood,"Food and beverages",27.28,5,2019-02-03,10:31:00,"Credit card",8.6,0.33,2019,2,3
753,WALM075,"San Marcos","Electronic accessories",17.42,10,2019-02-22,12:30:00,Ewallet,7,0.33,2019,2,22
754,WALM074,Weslaco,"Home and lifestyle",73.28,5,2019-01-24,15:05:00,Cash,8.4,0.33,2019,1,24
755,WALM021,McAllen,"Fashion accessories",84.87,3,2019-01-25,18:30:00,Ewallet,7.4,0.48,2019,1,25
756,WALM072,Lancaster,"Fashion accessories",97.29,8,2019-03-09,13:18:00,"Credit card",6.2,0.33,2019,3,9
757,WALM077,Coppell,"Electronic accessories",35.74,8,2019-02-17,15:28:00,Ewallet,4.9,0.33,2019,2,17
758,WALM063,Georgetown,"Home and lifestyle",96.52,6,2019-01-11,11:52:00,Cash,4.5,0.33,2019,1,11
759,WALM064,Bedford,"Food and beverages",18.85,10,2019-02-27,18:24:00,Ewallet,5.6,0.33,2019,2,27
760,WALM028,Odessa,"Food and beverages",55.39,4,2019-03-25,15:19:00,Ewallet,8,0.48,2019,3,25
761,WALM003,"San Antonio","Food and beverages",77.2,10,2019-02-11,10:38:00,"Credit card",5.6,0.48,2019,2,11
762,WALM069,Rockwall,"Electronic accessories",72.13,10,2019-01-31,15:12:00,"Credit card",4.2,0.33,2019,1,31
763,WALM071,Lufkin,"Fashion accessories",63.88,8,2019-01-20,17:48:00,Ewallet,9.9,0.33,2019,1,20
764,WALM070,Hurst,"Health and beauty",10.69,5,2019-03-26,11:07:00,Ewallet,7.6,0.33,2019,3,26
765,WALM004,Austin,"Health and beauty",55.5,4,2019-01-20,15:48:00,"Credit card",6.6,0.48,2019,1,20
766,WALM017,McKinney,"Home and lifestyle",95.46,8,2019-03-05,19:40:00,Ewallet,4.7,0.48,2019,3,5
767,WALM056,Rowlett,"Fashion accessories",76.06,3,2019-01-05,20:30:00,"Credit card",9.8,0.33,2019,1,5
768,WALM006,"El Paso","Sports and travel",13.69,6,2019-02-13,13:59:00,Cash,6.3,0.48,2019,2,13
769,WALM049,"North Richland Hills","Electronic accessories",95.64,4,2019-03-16,18:51:00,Cash,7.9,0.48,2019,3,16
770,WALM020,Killeen,"Home and lifestyle",11.43,6,2019-01-15,17:24:00,Cash,7.7,0.48,2019,1,15
771,WALM065,"Texas City","Sports and travel",95.54,4,2019-02-26,11:58:00,Ewallet,4.5,0.33,2019,2,26
772,WALM039,Longview,"Health and beauty",85.87,7,2019-02-27,19:01:00,"Credit card",8,0.48,2019,2,27
773,WALM046,Temple,"Sports and travel",67.99,7,2019-02-17,16:50:00,Ewallet,5.7,0.48,2019,2,17
774,WALM060,DeSoto,"Food and beverages",52.42,1,2019-02-06,10:22:00,"Credit card",6.3,0.33,2019,2,6
775,WALM052,Mansfield,"Food and beverages",65.65,2,2019-01-17,16:46:00,Cash,6,0.57,2019,1,17
776,WALM053,Conroe,"Food and beverages",28.86,5,2019-01-22,18:08:00,"Credit card",8,0.57,2019,1,22
777,WALM084,Schertz,"Health and beauty",65.31,7,2019-03-05,18:02:00,"Credit card",4.2,0.33,2019,3,5
778,WALM096,"Eagle Pass","Sports and travel",93.38,1,2019-01-03,13:07:00,Cash,9.6,0.33,2019,1,3
779,WALM031,Lewisville,"Sports and travel",25.25,5,2019-03-20,17:52:00,Cash,6.1,0.48,2019,3,20
780,WALM095,"Big Spring","Electronic accessories",87.87,9,2019-01-31,20:32:00,Ewallet,5.6,0.33,2019,1,31
781,WALM005,"Fort Worth","Health and beauty",21.8,8,2019-02-19,19:24:00,Cash,8.3,0.48,2019,2,19
782,WALM022,Mesquite,"Sports and travel",94.76,4,2019-02-11,16:06:00,Ewallet,7.8,0.48,2019,2,11
783,WALM063,Georgetown,"Fashion accessories",30.62,1,2019-02-05,14:14:00,"Credit card",4.1,0.33,2019,2,5
784,WALM055,Waxahachie,"Home and lifestyle",44.01,8,2019-03-03,17:36:00,Cash,8.8,0.33,2019,3,3
785,WALM069,Rockwall,"Health and beauty",10.16,5,2019-02-24,13:08:00,Ewallet,4.1,0.33,2019,2,24
786,WALM087,Waxahachie,"Electronic accessories",74.58,7,2019-02-04,16:09:00,"Credit card",9,0.33,2019,2,4
787,WALM062,Galveston,"Electronic accessories",71.89,8,2019-02-19,11:33:00,Ewallet,5.5,0.33,2019,2,19
788,WALM025,Waco,"Health and beauty",10.99,5,2019-01-23,10:18:00,"Credit card",9.3,0.48,2019,1,23
789,WALM017,McKinney,"Health and beauty",60.47,3,2019-01-14,10:55:00,"Credit card",5.6,0.48,2019,1,14
790,WALM089,Southlake,"Sports and travel",58.91,7,2019-01-17,15:15:00,Ewallet,9.7,0.33,2019,1,17
791,WALM031,Lewisville,"Fashion accessories",46.41,1,2019-03-03,20:06:00,"Credit card",4,0.48,2019,3,3
792,WALM038,"Sugar Land","Health and beauty",68.55,4,2019-02-15,20:21:00,"Credit card",9.2,0.48,2019,2,15
793,WALM008,"Corpus Christi","Home and lifestyle",97.37,10,2019-01-15,13:48:00,"Credit card",4.9,0.48,2019,1,15
794,WALM022,Mesquite,"Electronic accessories",92.6,7,2019-02-27,12:52:00,"Credit card",9.3,0.48,2019,2,27
795,WALM100,Canyon,"Electronic accessories",46.61,2,2019-02-26,12:28:00,"Credit card",6.6,0.18,2019,2,26
796,WALM001,Houston,"Fashion accessories",27.18,2,2019-03-15,16:26:00,Ewallet,4.3,0.36,2019,3,15
797,WALM067,"Haltom City","Home and lifestyle",60.87,1,2019-01-24,13:24:00,Cash,5.5,0.33,2019,1,24
798,WALM072,Lancaster,"Sports and travel",24.49,10,2019-02-22,15:15:00,Cash,8.1,0.33,2019,2,22
799,WALM098,"Mineral Wells","Health and beauty",92.78,1,2019-03-15,10:50:00,"Credit card",9.8,0.18,2019,3,15
800,WALM067,"Haltom City","Home and lifestyle",86.69,5,2019-02-11,18:38:00,Ewallet,9.4,0.33,2019,2,11
801,WALM075,"San Marcos","Sports and travel",23.01,6,2019-01-12,16:45:00,Ewallet,7.9,0.33,2019,1,12
802,WALM005,"Fort Worth","Electronic accessories",30.2,8,2019-03-03,19:30:00,Ewallet,5.1,0.48,2019,3,3
803,WALM037,"League City","Fashion accessories",67.39,7,2019-03-23,13:23:00,Ewallet,6.9,0.48,2019,3,23
804,WALM096,"Eagle Pass","Fashion accessories",48.96,9,2019-03-04,11:27:00,Cash,8,0.18,2019,3,4
805,WALM009,Plano,"Electronic accessories",75.59,9,2019-02-23,11:12:00,Cash,8,0.48,2019,2,23
806,WALM074,Weslaco,"Home and lifestyle",77.47,4,2019-03-17,16:36:00,Cash,4.2,0.33,2019,3,17
807,WALM080,Nacogdoches,"Sports and travel",93.18,2,2019-01-16,18:41:00,"Credit card",8.5,0.33,2019,1,16
808,WALM025,Waco,"Electronic accessories",50.23,4,2019-01-08,17:12:00,Cash,9,0.48,2019,1,8
809,WALM040,Edinburg,"Health and beauty",17.75,1,2019-01-14,10:38:00,Cash,8.6,0.48,2019,1,14
810,WALM059,Pflugerville,"Fashion accessories",62.18,10,2019-01-31,10:33:00,Ewallet,6,0.33,2019,1,31
811,WALM016,Brownsville,"Health and beauty",10.75,8,2019-03-15,14:38:00,Ewallet,6.2,0.48,2019,3,15
812,WALM082,Weslaco,"Electronic accessories",40.26,10,2019-02-24,18:06:00,Cash,5,0.33,2019,2,24
813,WALM086,Rosenberg,"Sports and travel",64.97,5,2019-02-08,12:52:00,"Credit card",6.5,0.33,2019,2,8
814,WALM077,Coppell,"Electronic accessories",95.15,1,2019-03-22,14:00:00,Cash,6,0.33,2019,3,22
815,WALM028,Odessa,"Electronic accessories",48.62,8,2019-01-24,10:57:00,Cash,5,0.48,2019,1,24
816,WALM072,Lancaster,"Food and beverages",53.21,8,2019-03-14,16:45:00,Ewallet,5,0.33,2019,3,14
817,WALM058,"Port Arthur","Fashion accessories",45.44,7,2019-01-23,11:15:00,Cash,9.2,0.33,2019,1,23
818,WALM078,"Del Rio","Food and beverages",33.88,8,2019-01-19,20:29:00,Ewallet,9.6,0.33,2019,1,19
819,WALM008,"Corpus Christi","Health and beauty",96.16,4,2019-01-27,20:03:00,"Credit card",8.4,0.48,2019,1,27
820,WALM086,Rosenberg,"Food and beverages",47.16,5,2019-02-03,14:35:00,"Credit card",6,0.33,2019,2,3
821,WALM069,Rockwall,"Electronic accessories",52.89,4,2019-03-25,16:32:00,Ewallet,6.7,0.33,2019,3,25
822,WALM009,Plano,"Home and lifestyle",47.68,2,2019-02-24,10:10:00,"Credit card",4.1,0.48,2019,2,24
823,WALM048,Harlingen,"Sports and travel",10.17,1,2019-02-07,14:15:00,Cash,5.9,0.48,2019,2,7
824,WALM035,"San Angelo","Health and beauty",68.71,3,2019-03-04,10:05:00,Cash,8.7,0.48,2019,3,4
825,WALM042,Bryan,"Sports and travel",60.08,7,2019-02-14,11:36:00,"Credit card",4.5,0.48,2019,2,14
826,WALM011,Lubbock,"Sports and travel",22.01,4,2019-01-29,18:15:00,"Credit card",6.6,0.48,2019,1,29
827,WALM073,Seguin,"Health and beauty",72.11,9,2019-01-28,13:53:00,"Credit card",7.7,0.33,2019,1,28
828,WALM009,Plano,"Fashion accessories",41.28,3,2019-03-26,18:37:00,"Credit card",8.5,0.48,2019,3,26
829,WALM020,Killeen,"Electronic accessories",64.95,10,2019-03-24,18:27:00,Cash,5.2,0.48,2019,3,24
830,WALM011,Lubbock,"Electronic accessories",74.22,10,2019-01-01,14:42:00,"Credit card",4.3,0.48,2019,1,1
831,WALM003,"San Antonio","Electronic accessories",10.56,8,2019-01-24,17:43:00,Cash,7.6,0.48,2019,1,24
832,WALM087,Waxahachie,"Health and beauty",62.57,4,2019-02-25,18:37:00,Cash,9.5,0.33,2019,2,25
833,WALM078,"Del Rio","Sports and travel",11.85,8,2019-01-09,16:34:00,Cash,4.1,0.33,2019,1,9
834,WALM082,Weslaco,"Health and beauty",91.3,1,2019-02-14,14:42:00,Cash,9.2,0.33,2019,2,14
835,WALM060,DeSoto,"Home and lifestyle",40.73,7,2019-03-12,11:01:00,Ewallet,5.4,0.33,2019,3,12
836,WALM074,Weslaco,"Fashion accessories",52.38,1,2019-03-26,19:44:00,Cash,5.8,0.33,2019,3,26
837,WALM083,"Farmers Branch","Fashion accessories",38.54,5,2019-01-09,13:34:00,Ewallet,5.6,0.33,2019,1,9
838,WALM098,"Mineral Wells","Sports and travel",44.63,6,2019-01-02,20:08:00,"Credit card",5.1,0.18,2019,1,2
839,WALM076,Huntsville,"Electronic accessories",55.87,10,2019-01-15,15:01:00,Cash,5.8,0.33,2019,1,15
840,WALM085,Kerrville,"Sports and travel",29.22,6,2019-01-01,11:40:00,Ewallet,5,0.33,2019,1,1
841,WALM056,Rowlett,"Fashion accessories",51.94,3,2019-02-15,15:21:00,Cash,7.9,0.33,2019,2,15
842,WALM070,Hurst,"Electronic accessories",60.3,1,2019-02-28,17:38:00,Cash,6,0.33,2019,2,28
843,WALM080,Nacogdoches,"Sports and travel",39.47,2,2019-03-02,16:16:00,"Credit card",5,0.33,2019,3,2
844,WALM061,"Cedar Park","Food and beverages",14.87,2,2019-02-13,18:15:00,"Credit card",8.9,0.33,2019,2,13
845,WALM051,"New Braunfels","Fashion accessories",21.32,1,2019-01-26,12:43:00,Cash,5.9,0.48,2019,1,26
846,WALM051,"New Braunfels","Electronic accessories",93.78,3,2019-01-30,11:32:00,"Credit card",5.9,0.57,2019,1,30
847,WALM018,Frisco,"Electronic accessories",73.26,1,2019-01-27,18:08:00,Ewallet,9.7,0.48,2019,1,27
848,WALM026,Denton,"Sports and travel",22.38,1,2019-01-30,17:08:00,"Credit card",8.6,0.48,2019,1,30
849,WALM017,McKinney,"Food and beverages",72.88,9,2019-01-08,19:38:00,Cash,4,0.48,2019,1,8
850,WALM033,Pearland,"Fashion accessories",99.1,6,2019-01-19,13:11:00,Cash,4.2,0.48,2019,1,19
851,WALM055,Waxahachie,"Fashion accessories",74.1,1,2019-01-25,11:05:00,Cash,9.2,0.33,2019,1,25
852,WALM054,Sherman,"Fashion accessories",98.48,2,2019-02-19,10:12:00,Ewallet,9.2,0.21,2019,2,19
853,WALM030,Richardson,"Health and beauty",53.19,7,2019-01-14,15:42:00,Ewallet,5,0.48,2019,1,14
854,WALM093,Angleton,"Electronic accessories",52.79,10,2019-02-25,11:58:00,Ewallet,10,0.33,2019,2,25
855,WALM087,Waxahachie,"Health and beauty",95.95,5,2019-01-23,14:21:00,Ewallet,8.8,0.33,2019,1,23
856,WALM093,Angleton,"Fashion accessories",36.51,9,2019-02-16,10:52:00,Cash,4.2,0.33,2019,2,16
857,WALM049,"North Richland Hills","Food and beverages",21.12,8,2019-01-01,19:31:00,Cash,6.3,0.48,2019,1,1
858,WALM067,"Haltom City","Home and lifestyle",28.31,4,2019-03-07,18:35:00,Cash,8.2,0.33,2019,3,7
859,WALM093,Angleton,"Health and beauty",57.59,6,2019-02-15,13:51:00,Cash,5.1,0.33,2019,2,15
860,WALM097,Alice,"Food and beverages",47.63,9,2019-01-23,12:35:00,Cash,5,0.18,2019,1,23
861,WALM078,"Del Rio","Home and lifestyle",86.27,1,2019-02-20,13:24:00,Ewallet,7,0.33,2019,2,20
862,WALM068,Burleson,"Sports and travel",12.76,2,2019-01-08,18:06:00,Ewallet,7.8,0.33,2019,1,8
863,WALM031,Lewisville,"Home and lifestyle",11.28,9,2019-03-17,11:55:00,"Credit card",4.3,0.48,2019,3,17
864,WALM014,Amarillo,"Home and lifestyle",51.07,7,2019-01-12,11:42:00,Cash,7,0.48,2019,1,12
865,WALM052,Mansfield,"Electronic accessories",79.59,3,2019-01-08,14:30:00,Cash,6.6,0.57,2019,1,8
866,WALM075,"San Marcos","Health and beauty",33.81,3,2019-01-26,15:11:00,Ewallet,7.3,0.33,2019,1,26
867,WALM085,Kerrville,"Sports and travel",90.53,8,2019-03-15,14:48:00,"Credit card",6.5,0.33,2019,3,15
868,WALM053,Conroe,"Health and beauty",62.82,2,2019-01-17,12:36:00,Ewallet,4.9,0.57,2019,1,17
869,WALM051,"New Braunfels","Food and beverages",24.31,3,2019-01-08,19:09:00,"Credit card",4.3,0.48,2019,1,8
870,WALM035,"San Angelo","Sports and travel",64.59,4,2019-01-06,13:35:00,Ewallet,9.3,0.48,2019,1,6
871,WALM074,Weslaco,"Food and beverages",24.82,7,2019-02-16,10:33:00,Cash,7.1,0.33,2019,2,16
872,WALM091,"Little Elm","Fashion accessories",56.5,1,2019-03-13,15:45:00,Ewallet,9.6,0.33,2019,3,13
873,WALM005,"Fort Worth","Electronic accessories",21.43,10,2019-01-28,11:51:00,Cash,6.2,0.48,2019,1,28
874,WALM059,Pflugerville,"Sports and travel",89.06,6,2019-01-18,17:26:00,Cash,9.9,0.33,2019,1,18
875,WALM046,Temple,"Home and lifestyle",23.29,4,2019-03-19,11:52:00,"Credit card",5.9,0.48,2019,3,19
876,WALM067,"Haltom City","Home and lifestyle",65.26,8,2019-03-15,14:04:00,Ewallet,6.3,0.33,2019,3,15
877,WALM046,Temple,"Fashion accessories",52.35,1,2019-02-12,17:49:00,Cash,4,0.48,2019,2,12
878,WALM047,"Flower Mound","Electronic accessories",39.75,1,2019-02-25,20:19:00,Cash,6.1,0.48,2019,2,25
879,WALM067,"Haltom City","Electronic accessories",90.02,8,2019-03-21,16:08:00,"Credit card",4.5,0.33,2019,3,21
880,WALM013,Irving,"Electronic accessories",12.1,8,2019-01-19,10:17:00,Ewallet,8.6,0.48,2019,1,19
881,WALM023,Midland,"Food and beverages",33.21,10,2019-01-08,14:25:00,Ewallet,6,0.48,2019,1,8
882,WALM084,Schertz,"Fashion accessories",10.18,8,2019-03-30,12:51:00,"Credit card",9.5,0.33,2019,3,30
883,WALM090,Brownwood,"Sports and travel",31.99,10,2019-02-20,15:18:00,"Credit card",9.9,0.33,2019,2,20
884,WALM082,Weslaco,"Home and lifestyle",34.42,6,2019-03-30,12:45:00,Cash,7.5,0.33,2019,3,30
885,WALM003,"San Antonio","Food and beverages",83.34,2,2019-03-19,13:37:00,Cash,7.6,0.48,2019,3,19
886,WALM015,"Grand Prairie","Sports and travel",45.58,7,2019-01-13,10:03:00,Cash,5,0.48,2019,1,13
887,WALM027,Abilene,"Food and beverages",87.9,1,2019-02-05,19:42:00,Ewallet,6.7,0.48,2019,2,5
888,WALM001,Houston,"Electronic accessories",73.47,10,2019-03-23,13:14:00,Ewallet,9.5,0.36,2019,3,23
889,WALM093,Angleton,"Fashion accessories",12.19,8,2019-03-13,12:47:00,Ewallet,6.8,0.33,2019,3,13
890,WALM025,Waco,"Sports and travel",76.92,10,2019-03-17,19:53:00,Ewallet,5.6,0.48,2019,3,17
891,WALM092,"Lake Jackson","Health and beauty",83.66,5,2019-02-21,10:26:00,Cash,7.2,0.33,2019,2,21
892,WALM059,Pflugerville,"Electronic accessories",57.91,8,2019-02-07,15:06:00,Cash,8.1,0.33,2019,2,7
893,WALM015,"Grand Prairie","Fashion accessories",92.49,5,2019-03-02,16:35:00,"Credit card",8.6,0.48,2019,3,2
894,WALM063,Georgetown,"Electronic accessories",28.38,5,2019-03-06,20:57:00,Cash,9.4,0.33,2019,3,6
895,WALM075,"San Marcos","Electronic accessories",50.45,6,2019-02-06,15:16:00,"Credit card",8.9,0.33,2019,2,6
896,WALM051,"New Braunfels","Health and beauty",99.16,8,2019-01-28,17:47:00,"Credit card",4.2,0.48,2019,1,28
897,WALM060,DeSoto,"Fashion accessories",60.74,7,2019-01-18,16:23:00,Ewallet,5,0.33,2019,1,18
898,WALM039,Longview,"Food and beverages",47.27,6,2019-02-05,10:17:00,Cash,8.8,0.48,2019,2,5
899,WALM008,"Corpus Christi","Health and beauty",85.6,7,2019-03-02,13:50:00,Cash,5.3,0.48,2019,3,2
900,WALM083,"Farmers Branch","Food and beverages",35.04,9,2019-02-09,19:17:00,Ewallet,4.6,0.33,2019,2,9
901,WALM039,Longview,"Electronic accessories",44.84,9,2019-01-14,14:00:00,"Credit card",7.5,0.48,2019,1,14
902,WALM099,Weatherford,"Home and lifestyle",45.97,4,2019-02-09,12:02:00,Ewallet,5.1,0.18,2019,2,9
903,WALM011,Lubbock,"Health and beauty",27.73,5,2019-03-26,20:21:00,"Credit card",4.2,0.48,2019,3,26
904,WALM052,Mansfield,"Food and beverages",11.53,7,2019-01-28,17:35:00,Cash,8.1,0.57,2019,1,28
905,WALM012,Garland,"Health and beauty",58.32,2,2019-02-14,12:42:00,Ewallet,6,0.48,2019,2,14
906,WALM070,Hurst,"Home and lifestyle",78.38,4,2019-03-24,17:56:00,Cash,7.9,0.33,2019,3,24
907,WALM064,Bedford,"Health and beauty",84.61,10,2019-02-09,18:58:00,"Credit card",8.8,0.33,2019,2,9
908,WALM075,"San Marcos","Health and beauty",82.88,5,2019-03-24,14:08:00,"Credit card",6.6,0.33,2019,3,24
909,WALM021,McAllen,"Food and beverages",79.54,2,2019-03-27,16:30:00,Ewallet,6.2,0.48,2019,3,27
910,WALM009,Plano,"Home and lifestyle",49.01,10,2019-01-27,10:44:00,"Credit card",4.2,0.48,2019,1,27
911,WALM063,Georgetown,"Food and beverages",29.15,3,2019-03-27,20:29:00,"Credit card",7.3,0.33,2019,3,27
912,WALM002,Dallas,"Electronic accessories",56.13,4,2019-01-19,11:43:00,Ewallet,8.6,0.36,2019,1,19
913,WALM063,Georgetown,"Home and lifestyle",93.12,8,2019-02-07,10:09:00,Cash,6.8,0.33,2019,2,7
914,WALM034,"College Station","Fashion accessories",51.34,8,2019-01-31,10:00:00,Ewallet,7.6,0.48,2019,1,31
915,WALM005,"Fort Worth","Food and beverages",99.6,3,2019-02-25,18:45:00,Cash,5.8,0.48,2019,2,25
916,WALM028,Odessa,"Electronic accessories",35.49,6,2019-02-02,12:40:00,Cash,4.1,0.48,2019,2,2
917,WALM001,Houston,"Sports and travel",42.85,1,2019-03-14,15:36:00,"Credit card",9.3,0.36,2019,3,14
918,WALM027,Abilene,"Fashion accessories",94.67,4,2019-03-11,12:04:00,Cash,6.8,0.48,2019,3,11
919,WALM057,Euless,"Home and lifestyle",68.97,3,2019-02-22,11:26:00,Ewallet,8.7,0.33,2019,2,22
920,WALM069,Rockwall,"Electronic accessories",26.26,3,2019-03-02,12:36:00,Ewallet,6.3,0.33,2019,3,2
921,WALM092,"Lake Jackson","Home and lifestyle",35.79,9,2019-03-10,15:06:00,"Credit card",5.1,0.33,2019,3,10
922,WALM077,Coppell,"Home and lifestyle",16.37,6,2019-02-08,10:58:00,Cash,7,0.33,2019,2,8
923,WALM058,"Port Arthur","Home and lifestyle",12.73,2,2019-02-22,12:10:00,"Credit card",5.2,0.33,2019,2,22
